Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational Attainment of Household Head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,23.8,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Barat,,<18 yrs,16,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,23.9,2015,,SUSENAS,,All,All,All,All,All,Maluku,,15-49 yrs,2,,,,,,,,,,,,
Health worker density and distribution: Doctors,23.9,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Utara,,All,3,,,,,,,,,,,,
Proportion of population living below the national poverty line,24,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,All,1,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,Male,All,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,All,Rural,All,All,All,All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,3,,,,,,,,,,,,
Neonatal mortality rate,24,2012,,IDHS,,All,All,All,All,All,Maluku,,,3,,,,,,,,,,,,
Health worker density and distribution: Doctors,24,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua,,All,3,,,,,,,,,,,,
Percentage of population practicing open defecation,24,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,,6,,,,,,,,,,,,
Proportion of children living below the national poverty line,24.1,2015,,SUSENAS,,All,All,All,All,All,Maluku,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),24.1,2015,,SUSENAS ,,All,All,All,All,All,DI Yogyakarta,,15+ yrs,3,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.1,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,24.1,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kepulauan Riau,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,24.1,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Tengah,,,16,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,24.2,2015,,SUSENAS,,All,All,All,All,All,Bali,,< 18 yrs,1,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,24.2,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Aceh,,<18 yrs,16,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.3,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.3,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,36-59 months,4,,,,,,,,,,,,
Health worker density and distribution: Doctors,24.4,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,3,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,24.4,2016,,INAP,,All,All,All,All,All,Sumatera Barat,,,4,,,,,,,,,,,,
Share of villages/wards implementing Community Based Total Sanitation (STBM).,24.4,2015,,Indonesia Health Profile,,All,All,All,All,All,Banten,,,6,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,24.5,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.5,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,36-59 months,4,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,24.6,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.6,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,24.8,2015,,SUSENAS,,All,All,All,All,All,Jambi,,All,1,,,,,,,,,,,,
Percentage of population practicing open defecation,24.8,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,,6,,,,,,,,,,,,
Percentage of population practicing open defecation,24.8,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,,6,,,,,,,,,,,,
Health worker density and distribution: Doctors,24.9,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua Barat,,All,3,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),24.9,2015,,SUSENAS,,All,All,All,All,All,Papua,,0-59 months,16,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,25,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Neonatal mortality rate,25,2012,,IDHS,,All,All,All,All,All,Kalimantan Tengah,,,3,,,,,,,,,,,,
Neonatal mortality rate,25,2012,,IDHS,,All,All,All,All,All,Sulawesi Tenggara,,,3,,,,,,,,,,,,
"Adolescent birth rate per 1,000 women",25,2012,,IDHS,,Female,All,All,All,All,Aceh,,15-19 yrs,3,,,,,,,,,,,,
Health worker density and distribution: Doctors,25,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Timur,,All,3,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,25,2016,,INAP,,All,All,All,All,All,Kepulauan Bangka Belitung,,,4,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,25,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Nusa Tenggara Barat,,<18 yrs,16,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,25.1,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,15-49 yrs,2,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,25.1,2016,,INAP,,All,All,All,All,All,Jawa Barat,,,4,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,25.2,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Share of villages/wards implementing Community Based Total Sanitation (STBM).,25.3,2015,,Indonesia Health Profile,,All,All,All,All,All,Bengkulu,,,6,,,,,,,,,,,,
Share of villages/wards implementing Community Based Total Sanitation (STBM).,25.3,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tenggara,,,6,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,25.4,2015,,SUSENAS,,All,All,All,All,All,Maluku,,18+ yrs,1,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,25.4,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Barat,,,16,,,,,,,,,,,,
Proportion of children living below international poverty line of US$1.9 (PPP) per day,25.5,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.5,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Timur,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.5,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Selatan,,15+ yrs,3,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,25.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,18+ yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.6,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Timur,,15+ yrs,3,,,,,,,,,,,,
Share of villages/wards implementing Community Based Total Sanitation (STBM).,25.6,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tengah,,,6,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,25.7,2015,,SUSENAS,,All,All,All,All,All,Aceh,,18+ yrs,1,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,25.7,2016,,INAP,,All,All,All,All,All,Sulawesi Utara,,,4,,,,,,,,,,,,
Proportion of population living below the national poverty line,25.8,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,All,1,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.8,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Selatan,,15+ yrs,3,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,25.8,2016,,INAP,,All,All,All,All,All,Gorontalo,,,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,25.9,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,36-59 months,4,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Sumatera Utara,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Timur,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Sulawesi Tengah,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Gorontalo,,,3,,,,,,,,,,,,
Neonatal mortality rate,26,2012,,IDHS,,All,All,All,All,All,Sulawesi Barat,,,3,,,,,,,,,,,,
"Adolescent birth rate per 1,000 women",26,2012,,IDHS,,Female,All,All,All,All,Sumatera Barat,,15-19 yrs,3,,,,,,,,,,,,
Health worker density and distribution: Doctors,26,2015,,Indonesia Health Profile,,All,All,All,All,All,DKI Jakarta,,All,3,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,26.1,2016,,INAP,,All,All,All,All,All,Sumatera Utara,,,4,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,26.1,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Tengah,,<18 yrs,16,,,,,,,,,,,,
Proportion of children living below international poverty line of US$1.9 (PPP) per day,26.2,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,26.2,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in mathematics,26.2,2016,,INAP,,All,All,All,All,All,Bali,,,4,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),26.2,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,16,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,26.3,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,26.3,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,26.3,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,26.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Bengkulu,,,16,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,26.6,2015,,SUSENAS,,All,All,All,All,All,Papua,,15-49 yrs,2,,,,,,,,,,,,
Health worker density and distribution: Midwives,26.6,2015,,Indonesia Health Profile,,All,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,26.6,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Jambi,,,16,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),26.7,2015,,SUSENAS ,,All,All,All,All,All,Papua,,15+ yrs,3,,,,,,,,,,,,
Percentage of population practicing open defecation,26.7,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,,6,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$3.1 (PPP) per day,26.8,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Health worker density and distribution: Doctors,26.8,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Riau,,All,3,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,26.9,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),26.9,2015,,SUSENAS ,,All,All,All,Q1 (poorest),All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,26.9,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,36-59 months,4,,,,,,,,,,,,
Proportion of children living below international poverty line of US$3.1 (PPP) per day,27,2015,,SUSENAS,,All,All,All,All,All,Banten,,< 18 yrs,1,,,,,,,,,,,,
Neonatal mortality rate,27,2012,,IDHS,,All,All,All,All,All,Papua,,,3,,,,,,,,,,,,
Percentage of children in Grade 4 of primary education achieving at least a minimum proficiency in reading,27,2016,,INAP,,All,All,All,All,All,Maluku Utara,,,4,,,,,,,,,,,,
Percentage of population using improved sanitation facilities,27,2015,,SUSENAS,,All,All,All,All,All,Papua,,,6,,,,,,,,,,,,
"Number of deaths due to disasters, annual average for 2005-2015",27,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Aceh,,,13,,,,,,,,,,,,
Proportion of children living below the national poverty line,27.1,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,< 18 yrs,1,,,,,,,,,,,,
Proportion of institutional deliveries,27.1,2015,,SUSENAS ,,Female,All,All,All,All,Maluku,,All,3,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,27.2,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,All,1,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.2,2015,,SUSENAS ,,All,All,All,All,All,Maluku,,15+ yrs,3,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.3,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.3,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.3,2015,,SUSENAS ,,All,All,All,Q5 (wealthiest),All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.3,2015,,SUSENAS ,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.3,2015,,SUSENAS ,,All,All,All,All,All,DKI Jakarta,,15+ yrs,3,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,27.3,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Papua,,,6,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,27.4,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,,4,,,,,,,,,,,,
Percentage of schools with sex-separated sanitation facilities,27.4,2016,,School Statistics by the Ministry of Education and Culture from all forms of schols,,All,All,All,All,All,Maluku,,,6,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.5,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,27.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Bali,,,16,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,27.6,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.6,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Health insurance coverage (children),27.8,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Barat,,0-17 yrs,3,,,,,,,,,,,,
Health worker density and distribution: Doctors,27.8,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,27.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Selatan,,,16,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,28,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,15-49 yrs,2,,,,,,,,,,,,
Under 5 mortality ratio (within 10 years preceding the survey),28,2012,,IDHS,,All,All,All,All,All,Riau,,,3,,,,,,,,,,,,
Neonatal mortality rate,28,2012,,IDHS,,All,All,All,All,All,Aceh,,,3,,,,,,,,,,,,
"Percentage of ever-married women and girls 15-64 years old who have experienced physical, sexual, and/or emotional abuse by an intimate partner in lifetime",28,2016,,SPHPN,,Female,All,All,All,All,All Indonesia,,15-64 yrs,5,,,,,,,,,,,,
"Number of deaths due to disasters, annual average for 2005-2015",28,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DKI Jakarta,,,13,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,28,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Riau,,,16,,,,,,,,,,,,
Proportion of population living below international poverty line of US$3.1 (PPP) per day,28.1,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,All,1,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,28.1,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of population living below the national poverty line,28.2,2015,,SUSENAS,,All,All,All,All,All,Papua,,All,1,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,28.2,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),28.2,2015,,SUSENAS ,,All,Urban,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Health worker density and distribution: Doctors,28.2,2015,,Indonesia Health Profile,,All,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,28.2,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,36-59 months,4,,,,,,,,,,,,
