Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Percentage of 15-year old students achieving at least a minimum proficiency in reading,44.30,2015,,PISA,,All,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of 15-year old students achieving at least a minimum proficiency in reading,51.20,2015,,PISA,,Female,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of 15-year old students achieving at least a minimum proficiency in reading,38.00,2015,,PISA,,Male,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,6.50,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,4.20,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,8.90,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,35.40,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,16.30,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,10.80,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,7.90,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,4.70,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,2.00,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.30,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,3.30,2015,,SUSENAS,,All,All,All,All,All,Aceh,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,2.50,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.70,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,1.00,2015,,SUSENAS,,All,All,All,All,All,Riau,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,3.00,2015,,SUSENAS,,All,All,All,All,All,Jambi,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,7.30,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,4.70,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,5.80,2015,,SUSENAS,,All,All,All,All,All,Lampung,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.00,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.40,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.00,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,5.70,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,10.50,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,7.90,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,8.50,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,2.30,2015,,SUSENAS,,All,All,All,All,All,Banten,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,2.00,2015,,SUSENAS,,All,All,All,All,All,Bali,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,10.30,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,17.90,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,3.70,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,1.50,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,1.70,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.20,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,0.20,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,5.70,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,5.60,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,14.30,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,15.30,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,19.60,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,14.00,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,2.80,2015,,SUSENAS,,All,All,All,All,All,Maluku,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,1.00,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,5.90,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,13.00,2015,,SUSENAS,,All,All,All,All,All,Papua,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,6.90,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$1.9 (PPP) per day,6.10,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,29.70,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,22.50,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,37.30,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,100.00,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,59.60,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,51.20,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,42.60,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,37.10,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,26.80,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,15.10,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,4.00,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,25.70,2015,,SUSENAS,,All,All,All,All,All,Aceh,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,22.30,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,15.70,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,13.60,2015,,SUSENAS,,All,All,All,All,All,Riau,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,22.30,2015,,SUSENAS,,All,All,All,All,All,Jambi,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,33.60,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,29.30,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,35.20,2015,,SUSENAS,,All,All,All,All,All,Lampung,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,2.80,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,6.40,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,2.30,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,29.60,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,40.90,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,32.20,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,36.30,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,19.40,2015,,SUSENAS,,All,All,All,All,All,Banten,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,17.90,2015,,SUSENAS,,All,All,All,All,All,Bali,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,40.60,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,54.20,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,25.60,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,17.20,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,17.20,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,5.00,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,4.50,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,28.80,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,32.20,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,41.00,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,41.60,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,44.90,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,45.20,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,25.40,2015,,SUSENAS,,All,All,All,All,All,Maluku,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,19.50,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,24.60,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,31.70,2015,,SUSENAS,,All,All,All,All,All,Papua,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,30.50,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below international poverty line of US$3.1 (PPP) per day,28.90,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,10.00,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,7.30,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,12.80,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,52.50,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,2.00,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,21.90,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,15.30,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,12.20,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,8.50,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,4.10,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,0.70,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,14.80,2015,,SUSENAS,,All,All,All,All,All,Aceh,,18+ yrs,1,,,,,,,,,,,,
Percentage of adults living below the national poverty line,8.10,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,18+ yrs,1,,,,,,,,,,,,
