Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Prevalence of early initiation of breast-feeding,34.2,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,41.8,2015,,SUSENAS,,All,All,All,All,All,Lampung,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,35.2,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,41,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,54.3,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,46.7,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,49.7,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,58.1,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,44.2,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,35.7,2015,,SUSENAS,,All,All,All,All,All,Banten,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,36.5,2015,,SUSENAS,,All,All,All,All,All,Bali,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,55,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,44.6,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,30,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,31.2,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,40.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,41.1,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,48.9,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,30.3,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,29.7,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,42.1,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,34.2,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,28.2,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,28,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,23.9,2015,,SUSENAS,,All,All,All,All,All,Maluku,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,30.2,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,25.1,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of early initiation of breast-feeding,26.6,2015,,SUSENAS,,All,All,All,All,All,Papua,,15-49 yrs,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.8,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.1,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,15.2,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.9,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,25.2,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.2,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.9,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,15.1,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,14.4,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,21.1,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.4,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.4,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.3,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,15.3,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,13.3,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.1,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.7,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.4,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,19,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,19.9,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.5,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,27.6,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,12.6,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,10,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,12.1,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.9,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.8,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,8.2,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.8,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.4,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,13.1,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.5,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,26.2,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.5,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.4,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.4,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,11.8,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.7,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.4,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,21.2,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,14.7,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.3,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.4,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.3,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,21.9,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,25,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,37.2,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.1,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.2,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.5,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.1,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,48.4,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.4,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.5,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.3,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,29,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.3,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.2,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.1,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.3,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.3,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.5,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.5,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,39.2,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.8,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,37.9,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.7,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,39.7,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.6,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,28.7,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,26.3,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.5,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,35.3,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.7,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.3,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,35.8,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,33,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.6,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,45.2,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,51.7,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.6,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.3,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,44.2,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.6,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,34.8,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,40.9,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.6,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.9,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,48,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,40.6,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.1,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,44.7,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,40.1,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.3,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.7,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.9,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.6,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.9,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.5,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.2,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.1,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.2,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,7,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.6,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.8,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.5,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
